idx,hash,firstTriplet,quintets,quintetInKeyWindow
12386,e0aad51033d5b12a03be9c871eee6b63,e,#,#N/A
12423,611775b88e4767a037cd76e702215333,3,#,#N/A
12440,dc15529266222ec52e4d3aac640a428a,2,#,#N/A
12454,b7742f5ffb34c31ae3a54a55546271f6,5,#,#N/A
12470,6543a2c8eee2d1444079b149e0a9cac8,e,#,#N/A
12515,9ee1b4be550df3c2d7faff35f46b9eee,e,#,#N/A
12518,956664c973d7d7cbd75c453929eae83a,6,#,#N/A
12521,5fbadf9c9777c2f595128a518702ff1d,7,#,400
12523,3450d4b3338596fbb8d301b27c193a32,3,#,#N/A
12537,37ac4793df19f55333c9cbec86ba2b52,3,#,#N/A
12544,a888a649cae4c80e98430a8f86313fbb,8,#,#N/A
12545,bdf7f97919e3e8151116ae53436b7ef2,1,#,#N/A
12548,23335eea3a89f0d9621838688a45b570,3,#,#N/A
12562,609572afff5911f493fcd3ea9d0375f6,f,#,#N/A
12567,dcf36e64ca6ac30467a8ff78555a2240,5,#,#N/A
12575,2226e212fc36cd73d8302b349bc12b5a,2,#,#N/A
12601,547293a123e13779aa000179627b64bf,0,#,#N/A
12621,b583b295a4c4896f35c517bddd0fc1cc,d,#,#N/A
12627,8b8aaa41d8af499610b39d6bc53eccaa,a,#,794
12665,e6e0e728239903444d5ff24007721743,4,#,#N/A
12675,5f820111a260c283ec055ae1ba6bc373,1,#,#N/A
12695,7ef05c87071037778bc4b8ecfc113f2a,7,#,386
12702,c0431d7adfa4c569b0219a95eee15d29,e,#,#N/A
12726,b8f17444ccbb799f442c9e5b101dfe26,4,#,#N/A
12745,62a528630d94447caa893ae7e5f9b3c6,4,#,#N/A
12751,87f92e4d4fc6b5553c4068625a577327,5,#,#N/A
12755,964aae16eee927d89e2bb20a0681dc92,e,#,#N/A
12756,5b1b535d2ddda6232203d08096daf88f,d,#,#N/A
12761,74c8de1a3f3a8bf25250676d03eee0fe,e,#,#N/A
12763,81a8faefb26633b03b17b7111cb0f049,1,#,#N/A
12767,fb84c54de3abfff1d8ab53196c036a63,f,#,#N/A
12768,57583af6deccc57607b874c37cff667f,c,#,977
12775,363c6879600024ba3ec6d2f4cea86e3a,0,#,#N/A
12778,ae201fffe2fe7149eff6dddc5dde65bb,f,#,#N/A
12795,3ec4447d1802fa7037f005674b1bdede,4,#,#N/A
12838,12c64e3a7a97b9a809000c53eb7f1490,0,#,#N/A
12866,38e55200024e3193d6d774cfebc7e025,0,#,#N/A
12870,7c7e2228b880fc6db1aad3f77bcf23a1,2,#,#N/A
12872,27e39ddd70f94440146cc74bf08b0614,d,#,#N/A
12884,892888615174222625e27bde61b3eb12,8,#,#N/A
12900,fdac3954d7da1e89f88d4aaa798aebbe,a,#,772
12912,06ffce53f3666b0e8626f9acefe4079c,6,#,#N/A
12919,984fca2829efbac6a88b9775d4cefff6,f,#,#N/A
12927,4784b79572e8a4971500a7779129ca5c,7,#,364
12936,eee7bbd6e0375fa418a0ce9a9bb8921a,e,#,#N/A
12946,f5a97455c7d857df0809222613b396ec,2,#,#N/A
12948,ca0c48e3a897d13fac578b4cd2923444,4,#,#N/A
12955,9caf8cb6263ceee4c57981797565ff19,e,#,#N/A
12986,035ccea6be5d909f39f8a1d777919b13,7,#,359
12988,fffba08cbb0b6a6ee5fd1d01a70670e0,f,#,#N/A
12993,8fe7f4baaac26d8070ec448252e83ab7,a,#,762
12998,809222e7794d43727f330eeaf4a65a10,2,#,#N/A
13006,60d07ee2e1a9d21d63cc0e2d3e2c777c,7,#,355
13009,7248cd0a84a70ba1c899df2c246eaaad,a,#,759
13021,c4a6c56fb75e6d6f51fb86e900064157,0,#,#N/A
13023,86b6544c3d3adddff23b627afc6b9302,d,#,#N/A
13038,999409953ef3ca029167910e75b013bd,9,#,#N/A
13059,915322602d79bba3347e468faaac8dee,a,#,755
13080,1f8adf5e2a3a8351a73146acc66aaa04,a,#,754
13086,8582aa444dbf4166af8193a896173970,4,#,#N/A
13100,c84ce831bea930ef48d0117889666206,6,#,#N/A
13115,42f92640003938844483916c076dc77c,0,#,#N/A
13131,e3c2fe10c667e63339779e1a1ce82066,3,#,#N/A
13158,e9aab91e2d2a37909cdddaccbc3fbcfc,d,#,#N/A
13167,3f161d7c1a0b0111a4bcf82bdbae64b6,1,#,#N/A
13186,87d492ccc6b31ecca36e1c5d68fac4d6,c,#,943
13195,1000e9e4500cc167e10c2ace7e0d6bd1,0,#,#N/A
13242,5ddd9503e7dd7cd828ef2a1ebd5b3b89,d,#,#N/A
13258,2ddd5ffacd602fbdb772fc91547d1ee8,d,#,#N/A
13268,bbbe024fb60e070c922a3c9dd81454c6,b,#,56
13270,b8feec3888755de3fdcb8c91275a4a3f,8,#,#N/A
13274,c4660d5e234f0794a5d4111dfdac37a5,1,#,#N/A
13286,835a330d1baa81ce68348fff1b09a32e,f,#,#N/A
13318,e55d193fb73c31f6207b888481e53cbe,8,#,#N/A
13332,ad875edbe632ecb4262221ea4529bd41,2,#,#N/A
13334,dde92b68197b4ad19fff75e0c565280f,f,#,#N/A
13337,100067d20d14ef1d688d2a69c15d5611,0,#,#N/A
13347,0999f4e8364e6ee623a5ef2f51ba9b8d,9,#,#N/A
13373,56259b8575b8569a6272fc71be23aaaf,a,#,734
13407,e2fc7c438fc363b5d7eeed2908968189,e,#,#N/A
13412,14cb1a0fdccc833e326b72edb6016979,c,#,928
13417,82e57b111959ab76b5e4c79a4bff75e7,1,#,#N/A
13422,90029a5b60a54e1c9bd8b5809994b398,9,#,#N/A
13433,ed2fdbb5a96c561a6ca94a1a1ddd26f7,d,#,#N/A
13434,43eee2d9a533120cacf9ed28e465e97e,e,#,#N/A
13439,bbbef7b3f98b65e148ae2a617786a11f,b,#,40
13451,4570eaef14810fa64d8fe1c557778af2,7,#,321
13456,ccc8c531fe570357d7086e89d732f440,c,#,921
13479,2581d6a23925ef5f6c55241c821abbb3,b,#,37
13497,646b56319d54c43fce5b035ddd3272cb,d,#,#N/A
13502,b3ce8177f35b7a15582111d301dee56d,1,#,#N/A
13516,b1adfa3e46c0417887a74034f8304446,4,#,#N/A
13517,d30333541785a6ee8348d8567b80261c,3,#,#N/A
13532,aaaf397cc3fefab202d69b815fc3ecad,a,#,719
13549,d29cd5fb631c6d7d6b6f49222c57854a,2,#,#N/A
13560,24826802dd3d78327eac3b7b02bbbf29,b,#,30
13578,dddea4b25693f6e485fdce347b01d733,d,#,#N/A
13614,9d86af88891b768e5e9c88e466c5c967,8,#,#N/A
13618,48fffc3f99e624413ae31c3006683895,f,#,#N/A
13621,d0bb19878305b34381939bffdbf9ddd6,d,#,#N/A
13630,20fa065a78036022c7d999d95a4389db,9,#,#N/A
13635,be11a7029bc1d405557fc2dcd6b618a0,5,#,#N/A
13643,8664ea891b4e31318816e5558684e7d1,5,#,#N/A
13645,58849e547864781ee4b1116e2f6f3b26,1,#,#N/A
13661,ec1df6b3ed944da3ad697541065558ef,5,#,#N/A
13663,c8e73ad52e71b460b2a2bebbb6efa8a8,b,#,20
13668,4412449cfa49edda4e37445278882f7f,8,#,#N/A
13692,c3a6c4d52ec2c6d40124b55513ff4f8c,5,#,#N/A
13696,96052b04110b68ba4b8ae6d4677769f6,7,#,299
13714,f2d88532a56e67111eededd9a713a2d5,1,#,#N/A
13731,3d6f24b8c3ef7d9991192490b0d52cad,9,#,#N/A
13739,762b8887e67f163cf7f0e79daca77fb7,8,#,#N/A
13752,5491bbccc11c9a449ed4915c59e72cf8,c,#,896
13760,07d16ffa91667bb108a146c709f23335,3,#,#N/A
13761,6091d8b0ec999b276bb0f2b97040014d,9,#,#N/A
13765,60b88583ec10583111579ae37c9952e5,1,#,#N/A
13776,761294c1b2811738b9997a0a86afb228,9,#,#N/A
13802,7eb07ed5553a87d9ace2847730ec29e6,5,#,#N/A
13837,acf472b7fd6cab26660acd1135d7b230,6,#,#N/A
13839,8fba65e801bc9b5851682fee1f333171,3,#,#N/A
13841,664663877a2630c4ff86b69777080922,7,#,287
13854,9ff9488d458fb63f057ca788800559ec,8,#,#N/A
13859,6b9d9ff26d9b95ddd520a49c86fba1e4,d,#,#N/A
13864,1f2cc957e06aa77ca00ecccd1366cd7a,c,#,885
13875,222cf1d03978e56171d1e97d6fe77817,2,#,#N/A
13886,72cac2742bbbbbe00b99a814c73ff80e,,#b#,#N/A
13898,a101de2bcb6777f4a2965c95468cac45,7,#,281
13913,daaa85f802c75924f133aa1fd04aee1d,a,#,685
13914,13444f3d8ccc6808f140da5a688c7e1e,4,#,#N/A
13916,2cfae2ce61fc51200060eac780970ca7,0,#,#N/A
13918,d4432670b02c1389b4114111211065e3,1,#,#N/A
13922,245c2b8883ff608db9cbe1c5df41f706,8,#,#N/A
13925,07702709888a5118fc13115dca225eff,8,#,#N/A
13934,8652beee47317f52bc8ecedd1338b2f0,e,#,#N/A
13942,5cdaa0c4e3efd21fac777d52c73c8d80,7,#,273
13950,78abad740156667d43e91e1143dded65,6,#,#N/A
13956,56e3000f6880567feb0b84f99fad0b35,0,#,#N/A
13957,6b6885491ee286f217555cbb27669173,5,#,#N/A
13971,2d66625cbca700575d9bcd91af0f7687,6,#,#N/A
13991,08093e69eee75b04b150ca9b72616541,e,#,#N/A
13993,2f11afef3962ccc8f31b947680ad2e31,c,#,868
13994,6c2b16bd6fc16b82936c66ddd4719232,d,#,#N/A
14017,fc86c97d158c9203338b7616da391023,3,#,#N/A
14026,5598505881fa456a228ccd6a2c111b74,1,#,#N/A
14050,6909ec0c14448c14517501bb2f80e48e,4,#,#N/A
14068,edbfb4143827222126cd2edcaaeca9aa,2,#,#N/A
14076,fdbbbcc4e4a74a23eb8669f989b1b91b,b,#,#N/A
14089,d0cad07316f3f958a689e84162377711,7,#,260
14108,10ccc70f03fef2d7e5e59b21045339c8,c,#,860
14110,4aaad42f57b3317acb6bf9429d6501d9,a,#,663
14118,6bdd111c9ced7471336118c0b9ea8de2,1,#,#N/A
14145,18535f7f5bbb7487de3e93a983ee5bc4,b,#,#N/A
14174,4f62e936cd827fff0a8e7cf7e775e61a,f,#,#N/A
14176,d3af34518ad5f23094d4918dc31e2777,7,#,254
14185,3020f3c7d60f5d878feff7770236129c,7,#,253
14192,b6e65b801f14363d32729efeee40c9d0,e,#,#N/A
14193,14235902b12e602a04979783f80333fa,3,#,#N/A
14197,751c53a66e385b2f9f8f38ddd36a1df3,d,#,#N/A
14205,d0e6a9962b8a444d5982449d70018f72,4,#,#N/A
14210,6bae521495d3438160e5c9eae6333f98,3,#,#N/A
14220,40fe9de000b3b3e10efb5a33d3df25e4,0,#,#N/A
14225,2e874d78b2e24e988806353d5612d1f9,8,#,#N/A
14233,04eaf352bb600db6d19cf9fffe605b00,f,#,#N/A
14253,95d04797773bb04bc76b8535a8b98480,7,#,244
14303,54a6f229003b461e66652bb0d012e2e6,6,#,#N/A
14319,78b355f80926da632ba10b9d386e000f,0,#,#N/A
14328,b85af56661e1233579526838897f43c0,6,#,#N/A
14336,43768096d7bcf0ce703e29998c6e41ff,9,#,#N/A
14344,b8d729bcdff92b18bb68dc06ee5fcccd,c,#,840
14352,bd09e543e99606cbd5fddd4708cc68e4,d,#,#N/A
14359,c222c711fdd2e64202a7c2c1da223c31,2,#,#N/A
14363,cf245e75c96e48dddae4be58efca449e,d,#,#N/A
14364,3d2eb7eeefce82136e363eca680c1249,e,#,#N/A
14371,1f5b7dbbbf912371a54c95f615fa99ea,b,#,#N/A
14373,b88d360fcd82313a9edc59488fffd5ae,f,#,#N/A
14390,45f4964e6bf745f7c8887091445970d3,8,#,#N/A
14395,dc03fcef119fbe1c15d0977a1eee83e5,e,#,#N/A
14396,3f2c414c6f5f88f8e68a30bbbc57c59a,b,#,#N/A
14397,210bd655a2d712545f0bf3dff109bfff,f,#,#N/A
14406,6d1fa58a2d51eef2228295c4499665b9,2,#,#N/A
14413,c7a1fcbf04edfc76210901503ddd64ec,d,#,#N/A
14430,b047ccc4a41d800dd3a77d2c94c5a8e0,c,#,827
14432,771fb1a214aeee25fadd132e506d74fd,e,#,#N/A
14443,bbb4589b51c0a58e883c79b5ded8a2fc,b,#,#N/A
14446,5b111f043fedb5a4b2cf06f4192d689a,1,#,#N/A
14462,17d8808ec5f9210afdb08170ef881777,7,#,222
14471,3349216c690d3fe4be4a9248b711175f,1,#,#N/A
14472,a1bd96075b5fcad621a79441115b1c9d,1,#,#N/A
14475,b5b616deeefb6e8fb7ef79566c052848,e,#,#N/A
14484,1af317ffff3338a1d64e20baa352c312,3,#,#N/A
14486,65538c03b21f95b4ff8588876a4771c4,8,#,#N/A
14505,6ed864930a82668fa78ffe73178feee3,e,#,#N/A
14506,41ae8e4ddd284c3cb56c0306a8717f48,d,#,#N/A
14530,1fcf66cd1d41b91ab6db999f828c3cd9,9,#,#N/A
14538,de2abf00079bc758ccc3620d146ce7f4,0,#,#N/A
14544,de3ab81b2ed57666b1df9de30ec299b8,6,#,#N/A
14572,677761b2b38874379190f764e27fba14,7,#,211
14581,804971ddd5e9305bb14311e09466baaf,d,#,#N/A
14617,b60555ffc1cc34c0dd7b860e68d0015e,5,#,#N/A
14630,806b529bd2f49f4e1117a5872bae977e,1,#,#N/A
14666,b126957888d3812aaefd138fa8784f1b,8,#,#N/A
14671,e5c3e1666569bd859569db63300e9598,6,#,#N/A
14674,444e3f89898cda9d77eba8f31cfdcceb,4,#,#N/A
14678,bb43ca1fdce332a93874146044338555,5,#,#N/A
14684,2479f338a83581910528f07b999417e5,9,#,#N/A
14702,7017dbfefffb71a0a1f3c7e6ec37d5cf,f,#,#N/A
14713,b02bb015eee8a0f8f2822b2607b759a9,e,#,#N/A
14747,cf10a5f399e260cee9d2b4e8885dd9f9,8,#,#N/A
14749,9a466a39c33c5c222f155a1fa205666d,2,#,#N/A
14753,be7d42fa725bc1004a0999badfc4c0ef,9,#,#N/A
14758,ecf34c2066646c4bd5c63ae0b107c774,6,#,#N/A
14766,8f6a8fe9235d045d25d8cba3c549777c,7,#,196
14768,305908fb0e2ed333481ef8e9784d45f7,3,#,#N/A
14784,1e0003bf40dd132d4938ffcfda879251,0,#,#N/A
14787,0fffd9862373d39d42fd0c71113ef868,f,#,#N/A
14789,ad28aa3336a4eb9b303b088a2f058273,3,#,#N/A
14798,35e361d0035ddbf9f0dcfe71fa11140c,1,#,#N/A
14800,9e222dfb439ce435183f2cda5c02075c,2,#,#N/A
14807,94e97b7444c24fc59092830f2139875a,4,#,#N/A
14831,bc612962459e0743e01164000392a809,0,#,#N/A
14834,8f33b701fa9efd4fbf5ab1f3c4aaa1e9,a,#,592
14837,504ca1112ee1225d5a729c27933c0668,1,#,#N/A
14856,860f7688d8d93c3b2542e7f6828c1113,1,#,#N/A
14858,b8621448880d86c028fab0ace3988bbe,8,#,#N/A
14861,9ac937653eeeba69caf1b1628ced0e6a,e,#,#N/A
14867,363230d15a3df6c46dec7ed13e98eee5,e,#,#N/A
14869,e056c7b3b97d7d72cd663fb391153334,3,#,#N/A
14878,a26faf502c5dfb6a08e23e941ddd69c7,d,#,#N/A
14887,f838d9c79cfe46d8159ddd0f9cd223af,d,#,#N/A
14889,444d7ef1f66356672cc73a1dbc195efb,4,#,#N/A
14899,6adb16195e7773d408cb8149f0cc7083,7,#,177
14921,ab3e15f5346c35b7435e5cfff4fdc0fe,f,#,#N/A
14922,221264a5d71a19dd22af2562b666bc20,6,#,#N/A
14933,662ef300ec92146b4e320fe95a5c6999,9,#,#N/A
14939,8424a28cccf04ebfa3ad09ec1ff1e897,c,#,774
14972,cb62c05fc97c44028f5d28feee76bb03,e,#,#N/A
14976,9be7a794c0053e19a2aaa89b830fe5ce,a,#,576
14980,fb36453cc38e6dbd6c8d7348b5840999,9,#,#N/A
14989,dd867667c9e666b4e1081e699b887ce4,6,#,#N/A
15049,3a76b25f234340e0d4f960b999dc37c2,9,#,#N/A
15051,0b477d781001b9e14df666212963e5b0,6,#,#N/A
15053,4f493c70ecb667c039782dfba0264aaa,a,#,571
15057,25861049402f7dd30bbc222b085650c7,2,#,#N/A
15058,173a8fc328b7a150f28880f3fd3f06f7,8,#,#N/A
15067,19e921043aefffde3a57ab360f0e5252,f,#,#N/A
15072,57d916bd44e05ae6669348272c57a5ba,6,#,#N/A
15083,9dfd90bf4cffd5f09255588f098d49dd,5,#,#N/A
15091,3c88819e3d6fbe3172021cffcb55ca8f,8,#,#N/A
15111,63ddd8e288458ed16f7b215f512af3db,d,#,#N/A
15116,f13444d0a34d3a1773103ff7be4379a2,4,#,#N/A
15120,b1016f5ec4e50504e605e218f1ff3aaa,a,#,562
15124,9bba01777cc623e3e20a3fc979522a7d,7,#,156
15136,4aa37a1953c0672a984b22fff9f3570e,f,#,#N/A
15160,f83d2a1444816f4d67af6c475327731d,4,#,#N/A
15164,27aa6a319edcff4449d707f46cb8364b,4,#,#N/A
15168,787152df7eaf11c5fbed1c315a1119d6,1,#,#N/A
15172,5b1570f5a16f8a32db33f58883a2ac5b,8,#,#N/A
15180,211ba1b5c23b879fff4f8f9005c0b19f,f,#,#N/A
15181,0b2bffbe5f86a333f8ecdd17eb5b2436,3,#,#N/A
15199,832fff1bb0124c539a950db1a46c5c64,f,#,#N/A
15207,8dbcb84592953aeb31c69555a2534cf9,5,#,#N/A
15210,a3c6000d4dde65b1df56fed018a01c8d,0,#,#N/A
15212,fa6f807cc178a5750716111f0a6c29af,1,#,#N/A
15213,9dee7043921a16f056662ad875edc0d2,6,#,#N/A
15224,1856cb310d2c2e79a3336a0489020cea,3,#,#N/A
15228,7e20dde3565a955582eac8124bac02af,5,#,#N/A
15247,17390c8430d1c12fe078c2dac7a72444,4,#,#N/A
15267,4ad422878aaa4465aa9640f0a1f17480,a,#,545
15268,829b96bacae9874585661653ddd5f869,d,#,#N/A
15281,141be210861584b14aaa75e0fcf9a0b5,a,#,543
15287,fe8d39a6b816fefa461f49552cff4bbb,b,#,#N/A
15336,ab95430ab24bfd120cb9281c35680004,0,#,#N/A
15350,93c5ea9991c209797cd55aa24961e61d,9,#,#N/A
15387,7bf8462f2a5899929df1994ef8568b0e,9,#,#N/A
15390,bc3a16e77b92b98881945ea4c4a3998b,8,#,#N/A
15391,7605eee68699a90d40351bd6af1a9c38,e,#,#N/A
15395,5a61a284e7021804425186777c0618ac,7,#,131
15415,f64b515f7a7abb285e13d25559f758a9,5,#,#N/A
15421,709d480a9d1fa170a8de4b4b3b8c3444,4,#,#N/A
15422,e8f5f522284442425c0775470229ab11,2,#,#N/A
15424,72845b2cadaefff700c93c85b97899fb,f,#,#N/A
15427,bec8cb3a9d93f3afd570e999f4b2bf3a,9,#,#N/A
15454,c988d3f0417473eccc34b27f1d7c69da,c,#,726
15457,4db48be926bcdf678882ceddfb39c49c,8,#,#N/A
15478,88ce6901c0529a458983444e22c53516,4,#,#N/A
15483,9d49a2794fc3ac3d8a3fff2eb0e9a6cd,f,#,#N/A
15489,a2136847ef6fc81366ddba12c5ca2aaa,a,#,526
15495,1e3f86f13aeef245007771d4ae9aeffb,7,#,120
15499,6a5d3afdfafdcfed5237923ccc5538d9,c,#,720
15500,daaa9101d5d12b88ceb86a80a996b842,a,#,523
15522,33212a1ab8a1801e9bdfeeb59111a1b9,1,#,#N/A
15533,c8a2d9ff8c84cccb8a9a3a941ed9657e,c,#,717
15538,3a9ae0094cdc8647e55172bbb668938c,b,#,#N/A
15547,d67b3b2309a1f25034c1aaa91656f05f,a,#,519
15554,c621720d1f91222c7681dd2ef9dd80dc,2,#,#N/A
15596,cad1d51a9dd95b6b5fff32354b4849b4,f,#,#N/A
15600,cb116a9ac79d0f9de5887da868b777f2,7,#,111
15603,378b9000bc9f215e156c8247e5f716a2,0,#,#N/A
15625,db333fbe1af90b4d291c30790c143bbd,3,#,#N/A
15633,e09c2a4980bd1f3ad3d54c9eb5aaa252,a,#,513
15634,406927ddd54737961ecb87fb7e14a0bc,d,#,#N/A
15640,4e7888089c7bf31601a2ff67c4dda8f1,8,#,#N/A
15644,7c86ec642fa99e45bac4b0ddd8b7fcfe,d,#,#N/A
15646,8cd27d54ef2dce4b5ca423819eee1482,e,#,#N/A
15680,b56fff510118b595283f53f3b9498bdf,f,#,#N/A
15691,d6f928fe111cead69b03ecb008060020,1,#,#N/A
15697,414210f95a685556fec10019822780de,5,#,#N/A
15725,93c2e7f1239dc436fa0d9c1c2327cccb,c,#,701
15730,329783735b23796f1d87a9466680d028,6,#,#N/A
15733,a5552e4f1679b22d7a97a636e910aa2d,5,#,#N/A
15737,3a904a338079cbfea950aa19f1133398,3,#,#N/A
15755,95444ac771286b548eb5ef0a0abf5a60,4,#,#N/A
15758,db94f13a807206bca93ea732ed877789,7,#,95
15759,1746f2226b4faf09ebcb7507f89d4f21,2,#,#N/A
15763,0181ca11bdf2e2326d4aebf197899927,9,#,#N/A
15764,4cf80b77c5f7d40109482f4ce21fffe4,f,#,#N/A
15773,5444d817e4f4b78c76f6ec4f310753d5,4,#,#N/A
15787,bbbda4876b48f7d75f2322d838d2f7fa,b,#,#N/A
15789,3d3e1c8666cdf0ff43ed7a5c7bc50bbe,6,#,#N/A
15793,c1a454bc7b949c94d197da61f9b6daaa,a,#,493
15798,0f1e4f0f999335a1f14fd6e5bf2e56e0,9,#,#N/A
15799,65801cdc7a937a22175b7d795fff8436,f,#,#N/A
15813,5a488ce8896d6a4838889f5a24f38b5d,8,#,#N/A
15826,288d768d25ed85bbb0df19ecb5b8cd30,b,#,#N/A
15861,4c0678f611ff3bfeee172d8e89626534,e,#,#N/A
15868,88565ffd326023583c1a0005a804e320,0,#,#N/A
15869,32125706674c65c4e92e11183c6343cd,1,#,#N/A
15877,706456921f8fff9a4c1bb1aca29bd1b0,f,#,#N/A
15880,6faeb3e3b5f51362f163a63b71888f4a,8,#,#N/A
15883,8a77735462adb00c441a99571e351b7b,7,#,78
15895,d868e1dbbe410999a678f87054cfff5a,9,#,#N/A
15898,d67740000827e8618676eeeccce1b5c4,e,#,#N/A
15906,52e0e513ccc6abaf8177e06a1c58f17a,c,#,676
15919,0a5bbbeaca8bdd4b28381305caae46f3,b,#,#N/A
15924,b0df68a1f94581ef8c213499f8b2bddd,d,#,#N/A
15952,999b26933ce110d5f49da0468da02453,9,#,#N/A
15955,6fb22f30e162f8f0010297393a911105,1,#,#N/A
15964,a44db7e7e896ccce6324c5775ec466c8,c,#,671
16018,0bcf57e76b61677b65337837c37eee3c,e,#,#N/A
16021,b205af5e3ede86a3d3b311189ba4e867,1,#,#N/A
16022,d4e02a2d87eda5bc35d20333e2e17838,3,#,#N/A
16046,0d1df5a510c3d62badde7a3eee8595a8,e,#,#N/A
16049,ddd0bf5a3204ea6df2ec6e642cfacf08,d,#,#N/A
16058,5af3bcf4445a2539eb5565a9e47dc18a,4,#,#N/A
16060,d8141587bc9afbeca6e7fa354f222059,2,#,#N/A
16067,02e00cc6110c202f3e20858e139d111a,1,#,#N/A
16070,c98a57d117815c3533c86555bd02c514,5,#,#N/A
16072,eabbb2b3fec5ba172a63fd902128786c,b,#,#N/A
16073,df8fbf5a8bf74cbd8222915e17ee5052,2,#,#N/A
16074,1f5dfcccf139c17f9a45cf2aa1bc0b5f,c,#,659
16080,68b91117f9ba9c1e30b0a2ff88bdf09b,1,#,#N/A
16083,4fe9eff22b3db01444f4166472a93fd3,4,#,#N/A
16089,dc51555a8fb7ec6ed5ea8dd049dc1df9,5,#,#N/A
16106,fd42569a85a344c10115cab333b2c493,3,#,#N/A
16117,25a5bf9e406c0e111924e0e29a9a6f53,1,#,#N/A
16134,cf122a3bcf7561b3ccb80fdaa8817000,0,#,#N/A
16149,702ed344400b8a36b82fb180562627c2,4,#,#N/A
16158,ccd2d5cdebe37dc21e333d419dc31823,3,#,#N/A
16165,207d05d86838cd0c49333c1ead52a73a,3,#,#N/A
16170,ee9c57df4fae55c3cfaf61b6663dd1e6,6,#,#N/A
16175,ccc207156a2618c58f23a76c26c14f4c,c,#,648
16187,a0872401e67ee77722ba756ba03cea2f,7,#,46
16188,5adb765e0da3eb83f999cf73973aea8c,9,#,#N/A
16189,cccf1055a7248f2ab2a68758a7ce4d1a,c,#,645
16199,d33326aa937db68ffe88b72183cf94ea,3,#,#N/A
16222,6feaafd6696180698ddd7d39c3bcabd7,d,#,#N/A
16230,73dddc040cdf3b0244509966425c7b85,d,#,#N/A
16236,900085b27c419f5aa6fca08ea872b2bb,0,#,#N/A
16257,523f761c4b8772ab1f3fff26bd1b5290,f,#,#N/A
16261,bd1aa4596bff6c38e333e2e99a88e7d5,3,#,#N/A
16271,8880c738ed37521ddd0bbf8417e752be,8,#,#N/A
16277,107acc504addd5ba51e9f840dc0e8def,d,#,#N/A
16290,3e60ba44128cbe5c1946d23f7ba20006,0,#,#N/A
16301,364eae40d6d572e2cfbfff6ba32ca33f,f,#,#N/A
16313,f7324fb3975551f02ec210cee814c934,5,#,#N/A
16318,39dad391ebc21a38099928d6c197609a,9,#,#N/A
16332,0b0ba0352c767f6c3b5558cbbd982b59,5,#,#N/A
16342,561ad5b016b7771247e33564ffc3d7b2,7,#,30
16351,e1b156a0f568c37282fc84442be9db75,4,#,#N/A
16365,c4821673f13a2ff417168927f888dd28,8,#,#N/A
16370,b7edfbfd7b0111cb7d3ee082a6dcb0ef,1,#,#N/A
16385,fd30b85ac0264bdaeb555c93d50a179d,5,#,#N/A
16389,fdc53db9ccc4eb8779caa6145160e67e,c,#,626
16415,469bd462b6af70725f0d0f244111de61,1,#,#N/A
16416,630999446c0c013fb5e2a54b19b5aa99,9,#,#N/A
16461,34a3d14eeead41b0e39eb8c48f572c5d,e,#,#N/A
16471,06c3407e59fff85bf7e65d3c53345c7b,f,#,#N/A
16477,96e749cd39deee1e2af940a1b0e063f9,e,#,#N/A
16479,54a71b5c827b7bf88b67776339e1568d,7,#,19
16485,2e2b4fa435d95ec425e08d3d5550ae19,5,#,#N/A
16487,cef8b7356e2d9c8f222d68622d4db4a6,2,#,#N/A
16496,f6f34b65b584471931fffcd9be3f0bd0,f,#,#N/A
16501,d696bb34883f0007d1df92e9d3efe4a5,0,#,#N/A
16506,749f03b515797cbe555742de9c916d2f,5,#,#N/A
16508,11d6c1a6ffe397513d103888076c9110,8,#,#N/A
16524,1805fc4d9f0005ac97229c179ffb8ef0,0,#,#N/A
16537,d6ec182eb549f43ea6813ba8b1116f54,1,#,#N/A
16554,d056263a5ad1f2e444b5556985fa7767,4,#,#N/A
16555,d868e6ad759ad4587bbaaa33917b71cc,a,#,414
16561,306bbbe03da0229fe58300dbd0565306,b,#,#N/A
16568,80e5bd444e3179fc5ba1279f192ae3bc,4,#,#N/A
16573,ca40f5f2ccc1c3cd22b2827c31f36372,c,#,607
16578,2f0cd373b0fffb4bf5a1a012c196f0bb,f,#,#N/A
16593,5fd3cbf0e8164d82747c69e75ef59992,9,#,#N/A
16609,0497f866614ad8cf050335c3c43b34f4,6,#,#N/A
16626,6dab7cc44498afdb5ab736412c76c156,4,#,#N/A
16661,e861bf82ccc9e057263ce89fdad35f4b,c,#,602
16672,614079777771bb3be988406f8f346f83,,#7#,#N/A
16673,48efbad82c9b68adf0e45b7cfff4604f,f,#,#N/A
16680,f868c704b111de95fad80685ca79d1e4,1,#,#N/A
16682,d9cc7f64411f6a2600c320005d0e0e74,0,#,#N/A
16702,3624fbbb4e818f909d71fb094dec3b80,b,#,#N/A
16707,bbbd59f0d533e63522b1601a459a4644,b,#,#N/A
16725,5cd0154e3d7e3dc2db10402b946b666c,6,#,#N/A
16752,1b7648e1d90b999cae644ee1f43d965c,9,#,#N/A
16761,e9818d791fe77182b50642224301ff42,2,#,#N/A
16763,d4adf85b0d8fddfffd3f0c18b4d5b326,f,#,#N/A
16782,c6fe54529195422ccce376ba046eb41a,c,#,591
16784,d0a90b292572566fef10be5d82169991,9,#,#N/A
